from,to,twt_count,flwrs_count,ret_cnt,max_flwrs,date-hr,hr
2015-01-17-18-08-48,2015-01-17-18-09-48,2,6128,2,5716,2015-01-17-18,18
2015-01-17-18-09-52,2015-01-17-18-10-52,3,16017,3,9313,2015-01-17-18,18
2015-01-17-18-11-58,2015-01-17-18-12-58,2,336,2,305,2015-01-17-18,18
2015-01-17-18-13-51,2015-01-17-18-14-51,5,15599,7,9316,2015-01-17-18,18
2015-01-17-18-15-55,2015-01-17-18-16-55,2,126,2,83,2015-01-17-18,18
2015-01-17-18-18-21,2015-01-17-18-19-21,3,7690,3,7631,2015-01-17-18,18
2015-01-17-18-22-49,2015-01-17-18-23-49,1,207,4,207,2015-01-17-18,18
2015-01-17-18-24-19,2015-01-17-18-25-19,2,2047,2,1428,2015-01-17-18,18
2015-01-17-18-25-25,2015-01-17-18-26-25,2,1337,3,719,2015-01-17-18,18
2015-01-17-18-26-56,2015-01-17-18-27-56,2,1323,3,954,2015-01-17-18,18
2015-01-17-18-28-42,2015-01-17-18-29-42,2,2346,2,1935,2015-01-17-18,18
2015-01-17-18-29-46,2015-01-17-18-30-46,3,40348,7,40076,2015-01-17-18,18
2015-01-17-18-30-49,2015-01-17-18-31-49,2,2450,5,1645,2015-01-17-18,18
2015-01-17-18-33-59,2015-01-17-18-34-59,2,1540,5,1089,2015-01-17-18,18
2015-01-17-18-35-02,2015-01-17-18-36-02,1,805,2,805,2015-01-17-18,18
2015-01-17-18-36-03,2015-01-17-18-37-03,2,320,3,273,2015-01-17-18,18
2015-01-17-18-38-56,2015-01-17-18-39-56,2,794,7,618,2015-01-17-18,18
2015-01-17-18-43-19,2015-01-17-18-44-19,1,15545,1,15545,2015-01-17-18,18
2015-01-17-18-44-20,2015-01-17-18-45-20,2,562,2,498,2015-01-17-18,18
2015-01-17-18-45-39,2015-01-17-18-46-39,3,9003,6,8400,2015-01-17-18,18
2015-01-17-18-48-59,2015-01-17-18-49-59,2,9567,9,8400,2015-01-17-18,18
2015-01-17-18-51-02,2015-01-17-18-52-02,1,469,1,469,2015-01-17-18,18
2015-01-17-18-55-34,2015-01-17-18-56-34,2,1681,2,1332,2015-01-17-18,18
2015-01-17-18-56-40,2015-01-17-18-57-40,1,479,1,479,2015-01-17-18,18
2015-01-17-18-58-25,2015-01-17-18-59-25,2,2402,2,2287,2015-01-17-18,18
2015-01-17-18-59-43,2015-01-17-19-00-43,2,1831,2,1660,2015-01-17-18,18
2015-01-17-19-06-15,2015-01-17-19-07-15,1,51,1,51,2015-01-17-19,19
2015-01-17-19-08-06,2015-01-17-19-09-06,1,46,2,46,2015-01-17-19,19
2015-01-17-19-11-06,2015-01-17-19-12-06,1,9654,2,9654,2015-01-17-19,19
2015-01-17-19-12-38,2015-01-17-19-13-38,1,353,2,353,2015-01-17-19,19
2015-01-17-19-14-29,2015-01-17-19-15-29,2,163,2,143,2015-01-17-19,19
2015-01-17-19-15-37,2015-01-17-19-16-37,2,2888,2,2111,2015-01-17-19,19
2015-01-17-19-19-55,2015-01-17-19-20-55,3,1388,4,1177,2015-01-17-19,19
2015-01-17-19-22-58,2015-01-17-19-23-58,1,251,1,251,2015-01-17-19,19
2015-01-17-19-24-47,2015-01-17-19-25-47,1,79,1,79,2015-01-17-19,19
2015-01-17-19-26-17,2015-01-17-19-27-17,1,343,1,343,2015-01-17-19,19
2015-01-17-19-29-21,2015-01-17-19-30-21,2,2734,3,2554,2015-01-17-19,19
2015-01-17-19-33-35,2015-01-17-19-34-35,3,1757,3,1495,2015-01-17-19,19
2015-01-17-19-38-40,2015-01-17-19-39-40,1,75,2,75,2015-01-17-19,19
2015-01-17-19-40-10,2015-01-17-19-41-10,2,338262,4,338159,2015-01-17-19,19
2015-01-17-19-46-38,2015-01-17-19-47-38,2,3340,2,3199,2015-01-17-19,19
2015-01-17-19-49-23,2015-01-17-19-50-23,2,3340,2,3199,2015-01-17-19,19
2015-01-17-19-52-10,2015-01-17-19-53-10,4,2504,4,1952,2015-01-17-19,19
2015-01-17-19-55-31,2015-01-17-19-56-31,1,42,1,42,2015-01-17-19,19
2015-01-17-19-56-43,2015-01-17-19-57-43,1,902,1,902,2015-01-17-19,19
2015-01-17-19-58-03,2015-01-17-19-59-03,1,627,1,627,2015-01-17-19,19
2015-01-17-20-00-58,2015-01-17-20-01-58,2,14407,2,9802,2015-01-17-20,20
2015-01-17-20-05-09,2015-01-17-20-06-09,1,790,2,790,2015-01-17-20,20
2015-01-17-20-06-31,2015-01-17-20-07-31,1,790,1,790,2015-01-17-20,20
2015-01-17-20-08-29,2015-01-17-20-09-29,2,421,2,379,2015-01-17-20,20
2015-01-17-20-10-28,2015-01-17-20-11-28,2,767,2,757,2015-01-17-20,20
2015-01-17-20-13-20,2015-01-17-20-14-20,2,657,2,479,2015-01-17-20,20
2015-01-17-20-14-39,2015-01-17-20-15-39,2,338,6,230,2015-01-17-20,20
2015-01-17-20-16-47,2015-01-17-20-17-47,2,87893,2,87864,2015-01-17-20,20
2015-01-17-20-20-23,2015-01-17-20-21-23,3,1859,3,1211,2015-01-17-20,20
2015-01-17-20-21-26,2015-01-17-20-22-26,3,6655,3,5335,2015-01-17-20,20
2015-01-17-20-23-44,2015-01-17-20-24-44,2,1827,2,1083,2015-01-17-20,20
2015-01-17-20-24-54,2015-01-17-20-25-54,2,1324,2,1083,2015-01-17-20,20
2015-01-17-20-26-00,2015-01-17-20-27-00,4,993,4,550,2015-01-17-20,20
2015-01-17-20-27-24,2015-01-17-20-28-24,2,82,2,48,2015-01-17-20,20
2015-01-17-20-30-11,2015-01-17-20-31-11,1,25265,3,25265,2015-01-17-20,20
2015-01-17-20-35-42,2015-01-17-20-36-42,1,226,1,226,2015-01-17-20,20
2015-01-17-20-36-44,2015-01-17-20-37-44,1,368,1,368,2015-01-17-20,20
2015-01-17-20-40-30,2015-01-17-20-41-30,1,332,2,332,2015-01-17-20,20
2015-01-17-20-41-40,2015-01-17-20-42-40,1,1665,1,1665,2015-01-17-20,20
2015-01-17-20-43-27,2015-01-17-20-44-27,1,2036,2,2036,2015-01-17-20,20
2015-01-17-20-45-12,2015-01-17-20-46-12,2,1359,2,997,2015-01-17-20,20
2015-01-17-20-47-06,2015-01-17-20-48-06,1,925,1,925,2015-01-17-20,20
2015-01-17-20-48-20,2015-01-17-20-49-20,2,250,2,241,2015-01-17-20,20
2015-01-17-20-50-58,2015-01-17-20-51-58,1,690,1,690,2015-01-17-20,20
2015-01-17-20-53-45,2015-01-17-20-54-45,1,1175,1,1175,2015-01-17-20,20
2015-01-17-20-55-04,2015-01-17-20-56-04,2,1053,3,785,2015-01-17-20,20
2015-01-17-20-57-43,2015-01-17-20-58-43,3,454,3,232,2015-01-17-20,20
2015-01-17-20-59-08,2015-01-17-21-00-08,1,755,1,755,2015-01-17-20,20
2015-01-17-21-03-39,2015-01-17-21-04-39,2,125945,3,125800,2015-01-17-21,21
2015-01-17-21-05-03,2015-01-17-21-06-03,2,14291,2,14190,2015-01-17-21,21
2015-01-17-21-07-08,2015-01-17-21-08-08,1,495,2,495,2015-01-17-21,21
2015-01-17-21-09-15,2015-01-17-21-10-15,4,2534,4,2012,2015-01-17-21,21
2015-01-17-21-11-03,2015-01-17-21-12-03,4,2538,6,1357,2015-01-17-21,21
2015-01-17-21-13-39,2015-01-17-21-14-39,2,1963,2,1959,2015-01-17-21,21
2015-01-17-21-14-57,2015-01-17-21-15-57,2,638,2,603,2015-01-17-21,21
2015-01-17-21-16-25,2015-01-17-21-17-25,2,24952,6,23741,2015-01-17-21,21
2015-01-17-21-18-01,2015-01-17-21-19-01,1,844,1,844,2015-01-17-21,21
2015-01-17-21-22-01,2015-01-17-21-23-01,2,2489,3,1646,2015-01-17-21,21
2015-01-17-21-24-17,2015-01-17-21-25-17,1,1313,2,1313,2015-01-17-21,21
2015-01-17-21-25-51,2015-01-17-21-26-51,1,70151,2,70151,2015-01-17-21,21
2015-01-17-21-27-37,2015-01-17-21-28-37,2,1819,3,1742,2015-01-17-21,21
2015-01-17-21-29-15,2015-01-17-21-30-15,1,19,1,19,2015-01-17-21,21
2015-01-17-21-30-16,2015-01-17-21-31-16,3,1906,3,1065,2015-01-17-21,21
2015-01-17-21-31-44,2015-01-17-21-32-44,1,51,1,51,2015-01-17-21,21
2015-01-17-21-33-37,2015-01-17-21-34-37,2,3404,2,2193,2015-01-17-21,21
2015-01-17-21-34-41,2015-01-17-21-35-41,2,5723,2,5709,2015-01-17-21,21
2015-01-17-21-35-47,2015-01-17-21-36-47,2,2212,2,1128,2015-01-17-21,21
2015-01-17-21-38-44,2015-01-17-21-39-44,2,670,5,507,2015-01-17-21,21
2015-01-17-21-42-34,2015-01-17-21-43-34,1,59,1,59,2015-01-17-21,21
2015-01-17-21-44-13,2015-01-17-21-45-13,1,961,3,961,2015-01-17-21,21
2015-01-17-21-47-10,2015-01-17-21-48-10,1,150,3,150,2015-01-17-21,21
2015-01-17-21-50-37,2015-01-17-21-51-37,3,1446,5,1211,2015-01-17-21,21
2015-01-17-21-52-01,2015-01-17-21-53-01,1,76,1,76,2015-01-17-21,21
2015-01-17-21-56-13,2015-01-17-21-57-13,2,4686,2,4556,2015-01-17-21,21
2015-01-17-21-59-41,2015-01-17-22-00-41,2,2160,2,1851,2015-01-17-21,21
2015-01-17-22-00-50,2015-01-17-22-01-50,3,5699,3,5184,2015-01-17-22,22
2015-01-17-22-04-00,2015-01-17-22-05-00,2,576,2,535,2015-01-17-22,22
2015-01-17-22-07-24,2015-01-17-22-08-24,1,1211,1,1211,2015-01-17-22,22
2015-01-17-22-10-43,2015-01-17-22-11-43,3,1008,3,479,2015-01-17-22,22
2015-01-17-22-12-03,2015-01-17-22-13-03,1,706,2,706,2015-01-17-22,22
2015-01-17-22-13-25,2015-01-17-22-14-25,2,467,2,341,2015-01-17-22,22
2015-01-17-22-15-14,2015-01-17-22-16-14,2,4401,3,4185,2015-01-17-22,22
2015-01-17-22-17-03,2015-01-17-22-18-03,1,46,1,46,2015-01-17-22,22
2015-01-18-06-34-06,2015-01-18-06-35-06,154,361324,190,83699,2015-01-18-06,06
2015-01-18-13-44-06,2015-01-18-13-45-06,362,2168004,625,581821,2015-01-18-13,13
2015-01-18-16-54-56,2015-01-18-16-55-56,868,3243006,1309,338162,2015-01-18-16,16
2015-01-24-19-40-31,2015-01-24-19-41-31,28680,67684991,57460,1689822,2015-01-24-19,19
2015-01-27-12-49-15,2015-01-27-12-50-15,24733,95657879,40413,3051037,2015-01-27-12,12
2015-01-27-17-32-23,2015-01-27-17-33-23,13976,152475194,32795,5858708,2015-01-27-17,17
2015-02-01-17-05-37,2015-02-01-17-06-37,1554,10128317,3448,4218440,2015-02-01-17,17
2015-02-01-17-17-45,2015-02-01-17-18-45,990,12287268,2218,5639588,2015-02-01-17,17
2015-02-01-22-31-30,2015-02-01-22-32-30,7919,120391000,19385,5769678,2015-02-01-22,22
2015-02-02-03-34-25,2015-02-02-03-35-25,29278,467023269,63137,5769108,2015-02-02-03,03
2015-02-02-09-39-26,2015-02-02-09-40-26,11936,266567401,32007,12006952,2015-02-02-09,09
2015-02-02-10-16-44,2015-02-02-10-17-44,49196,1548422326,128328,16919013,2015-02-02-10,10
2015-02-02-10-58-38,2015-02-02-10-59-38,1096256,7738706289,2619902,40902322,2015-02-02-10,10
2015-02-02-10-59-49,2015-02-02-11-00-49,85,6211635,285,2362289,2015-02-02-10,10
2015-02-02-11-00-50,2015-02-02-11-01-50,77,579596,265,216811,2015-02-02-11,11
2015-02-02-11-01-51,2015-02-02-11-02-51,94,4162705,288,3046491,2015-02-02-11,11
2015-02-02-11-02-53,2015-02-02-11-03-53,56,856857,106,316599,2015-02-02-11,11
2015-02-02-11-03-54,2015-02-02-11-04-54,82,6501420,197,5870469,2015-02-02-11,11
2015-02-02-11-04-55,2015-02-02-11-05-55,96,406928,165,155326,2015-02-02-11,11
2015-02-02-11-05-56,2015-02-02-11-06-56,50,551174,113,308253,2015-02-02-11,11
2015-02-02-11-08-57,2015-02-02-11-09-57,269,6160879,2186,2832459,2015-02-02-11,11
2015-02-02-11-09-58,2015-02-02-11-10-58,63,295353,117,79336,2015-02-02-11,11
2015-02-02-11-11-01,2015-02-02-11-12-01,116,5339110,311,3003170,2015-02-02-11,11
2015-02-02-11-12-03,2015-02-02-11-13-03,28,84839,51,26417,2015-02-02-11,11
2015-02-02-11-13-07,2015-02-02-11-14-07,131,1129293,491,177965,2015-02-02-11,11
2015-02-02-11-14-08,2015-02-02-11-15-08,79,1691548,152,1458284,2015-02-02-11,11
2015-02-02-11-15-09,2015-02-02-11-16-09,118,967366,180,243546,2015-02-02-11,11
2015-02-02-11-16-10,2015-02-02-11-17-10,74,357463,163,76196,2015-02-02-11,11
2015-02-02-11-17-11,2015-02-02-11-18-11,77,4288044,215,3952883,2015-02-02-11,11
2015-02-02-11-18-12,2015-02-02-11-19-12,63,1622013,142,927020,2015-02-02-11,11
2015-02-02-11-19-13,2015-02-02-11-20-13,81,6893085,217,6014289,2015-02-02-11,11
2015-02-02-11-20-14,2015-02-02-11-21-14,78,1305220,194,765898,2015-02-02-11,11
2015-02-02-11-21-15,2015-02-02-11-22-15,74,5273395,191,2832459,2015-02-02-11,11
2015-02-02-11-22-16,2015-02-02-11-23-16,69,300237,113,82033,2015-02-02-11,11
2015-02-02-11-23-18,2015-02-02-11-24-18,66,169597,85,106644,2015-02-02-11,11
2015-02-02-11-24-19,2015-02-02-11-25-19,110,418411,143,83182,2015-02-02-11,11
2015-02-02-11-25-20,2015-02-02-11-26-20,72,2245598,160,1377661,2015-02-02-11,11
2015-02-02-11-26-21,2015-02-02-11-27-21,83,3251594,203,1294133,2015-02-02-11,11
2015-02-02-11-27-22,2015-02-02-11-28-22,52,626070,98,424801,2015-02-02-11,11
2015-02-02-11-28-24,2015-02-02-11-29-24,73,364662,95,192098,2015-02-02-11,11
2015-02-02-11-29-25,2015-02-02-11-30-25,122,12867978,593,5253298,2015-02-02-11,11
2015-02-02-11-30-26,2015-02-02-11-31-26,108,4469354,327,3046491,2015-02-02-11,11
2015-02-02-11-39-23,2015-02-02-11-40-23,667,6363598,1316,2260694,2015-02-02-11,11
2015-02-02-11-41-44,2015-02-02-11-42-44,322,13788714,646,5806797,2015-02-02-11,11
2015-02-02-11-42-45,2015-02-02-11-43-45,30,2931645,106,1741354,2015-02-02-11,11
2015-02-02-11-44-08,2015-02-02-11-45-08,169,546879,383,119410,2015-02-02-11,11
2015-02-02-11-45-09,2015-02-02-11-46-09,105,2445814,555,931236,2015-02-02-11,11
2015-02-02-11-46-10,2015-02-02-11-47-10,101,325448,129,75359,2015-02-02-11,11
2015-02-02-11-47-12,2015-02-02-11-48-12,74,3082929,117,2947435,2015-02-02-11,11
2015-02-02-11-48-13,2015-02-02-11-49-13,71,628332,124,508977,2015-02-02-11,11
2015-02-02-11-49-14,2015-02-02-11-50-14,40,112517,62,44570,2015-02-02-11,11
2015-02-02-11-50-50,2015-02-02-11-51-50,184,587183,412,137587,2015-02-02-11,11
2015-02-02-11-51-51,2015-02-02-11-52-51,79,3610232,329,2832459,2015-02-02-11,11
2015-02-02-11-52-52,2015-02-02-11-53-52,91,231719,160,83943,2015-02-02-11,11
2015-02-02-11-53-53,2015-02-02-11-54-53,23,55166,33,41892,2015-02-02-11,11
2015-02-02-11-56-10,2015-02-02-11-57-10,287,5644950,552,2540989,2015-02-02-11,11
2015-02-02-11-57-11,2015-02-02-11-58-11,76,299853,108,69442,2015-02-02-11,11
2015-02-02-11-58-13,2015-02-02-11-59-13,68,301293,81,82033,2015-02-02-11,11
2015-02-02-11-59-15,2015-02-02-12-00-15,121,12675820,514,6014289,2015-02-02-11,11
2015-02-02-12-00-16,2015-02-02-12-01-16,180,3736004,512,882517,2015-02-02-12,12
2015-02-02-12-01-17,2015-02-02-12-02-17,120,3935042,295,3057730,2015-02-02-12,12
2015-02-02-12-02-18,2015-02-02-12-03-18,78,662878,119,250889,2015-02-02-12,12
2015-02-02-12-04-01,2015-02-02-12-05-01,153,667672,221,114183,2015-02-02-12,12
2015-02-02-12-05-02,2015-02-02-12-06-02,118,6075346,269,2947435,2015-02-02-12,12
2015-02-02-12-06-03,2015-02-02-12-07-03,62,299051,106,61300,2015-02-02-12,12
2015-02-02-12-07-04,2015-02-02-12-08-04,85,1002893,135,787483,2015-02-02-12,12
2015-02-02-12-08-05,2015-02-02-12-09-05,81,402279,153,137594,2015-02-02-12,12
2015-02-02-12-09-06,2015-02-02-12-10-06,72,180291,117,55125,2015-02-02-12,12
2015-02-02-12-10-08,2015-02-02-12-11-08,66,1063514,229,421101,2015-02-02-12,12
2015-02-02-12-11-38,2015-02-02-12-12-38,102,347934,157,88905,2015-02-02-12,12
2015-02-02-12-12-40,2015-02-02-12-13-40,69,545623,132,177965,2015-02-02-12,12
2015-02-02-12-13-41,2015-02-02-12-14-41,82,257840,126,58628,2015-02-02-12,12
2015-02-02-12-14-42,2015-02-02-12-15-42,92,5571526,195,4290719,2015-02-02-12,12
2015-02-02-12-15-43,2015-02-02-12-16-43,60,821182,88,734615,2015-02-02-12,12
2015-02-02-12-16-44,2015-02-02-12-17-44,86,1645315,155,897986,2015-02-02-12,12
2015-02-02-12-17-45,2015-02-02-12-18-45,75,273602,178,82033,2015-02-02-12,12
2015-02-02-12-18-46,2015-02-02-12-19-46,47,3922759,146,2832459,2015-02-02-12,12
2015-02-02-12-19-49,2015-02-02-12-20-49,67,167182,131,71167,2015-02-02-12,12
2015-02-02-12-20-58,2015-02-02-12-21-58,84,660449,136,201186,2015-02-02-12,12
2015-02-02-12-22-10,2015-02-02-12-23-10,128,643205,210,212847,2015-02-02-12,12
2015-02-02-12-23-11,2015-02-02-12-24-11,74,2098673,168,1910039,2015-02-02-12,12
2015-02-02-12-24-12,2015-02-02-12-25-12,74,356422,145,192668,2015-02-02-12,12
2015-02-02-12-25-16,2015-02-02-12-26-16,73,325246,164,187926,2015-02-02-12,12
2015-02-02-12-26-23,2015-02-02-12-27-23,70,4422303,224,2947435,2015-02-02-12,12
2015-02-02-12-27-25,2015-02-02-12-28-25,77,626521,113,425036,2015-02-02-12,12
2015-02-02-12-28-51,2015-02-02-12-29-51,113,3999440,292,3555818,2015-02-02-12,12
2015-02-02-12-29-54,2015-02-02-12-30-54,125,7205089,270,3046491,2015-02-02-12,12
2015-02-02-12-30-55,2015-02-02-12-31-55,66,349516,87,156967,2015-02-02-12,12
2015-02-02-12-31-56,2015-02-02-12-32-56,66,555321,156,420275,2015-02-02-12,12
2015-02-02-12-32-58,2015-02-02-12-33-58,30,1779049,83,1694452,2015-02-02-12,12
2015-02-02-12-35-57,2015-02-02-12-36-57,277,2938608,1077,704778,2015-02-02-12,12
2015-02-02-12-36-59,2015-02-02-12-37-59,34,383334,70,327279,2015-02-02-12,12
2015-02-02-12-38-17,2015-02-02-12-39-17,115,172626,166,24142,2015-02-02-12,12
2015-02-02-12-39-18,2015-02-02-12-40-18,74,846177,110,314475,2015-02-02-12,12
2015-02-02-12-40-19,2015-02-02-12-41-19,37,146746,67,32893,2015-02-02-12,12
2015-02-02-12-41-31,2015-02-02-12-42-31,127,4949857,300,2712982,2015-02-02-12,12
2015-02-02-12-42-33,2015-02-02-12-43-33,19,20343,30,6867,2015-02-02-12,12
2015-02-02-12-43-46,2015-02-02-12-44-46,151,967993,197,509645,2015-02-02-12,12
2015-02-02-12-44-48,2015-02-02-12-45-48,114,9377341,245,4290719,2015-02-02-12,12
2015-02-02-12-45-50,2015-02-02-12-46-50,81,972455,272,296545,2015-02-02-12,12
2015-02-02-12-46-51,2015-02-02-12-47-51,72,392894,93,177965,2015-02-02-12,12
2015-02-02-12-47-52,2015-02-02-12-48-52,56,289523,95,202535,2015-02-02-12,12
2015-02-02-12-48-53,2015-02-02-12-49-53,77,851579,127,226835,2015-02-02-12,12
2015-02-02-12-49-58,2015-02-02-12-50-58,107,2613925,248,1484522,2015-02-02-12,12
2015-02-02-12-51-01,2015-02-02-12-52-01,71,303113,115,156967,2015-02-02-12,12
2015-02-02-12-52-02,2015-02-02-12-53-02,4,1494,4,858,2015-02-02-12,12
2015-02-02-12-53-36,2015-02-02-12-54-36,172,3322590,368,1294133,2015-02-02-12,12
2015-02-02-12-54-37,2015-02-02-12-55-37,94,947319,143,258675,2015-02-02-12,12
2015-02-02-12-55-38,2015-02-02-12-56-38,62,250728,78,180162,2015-02-02-12,12
2015-02-02-12-56-41,2015-02-02-12-57-41,65,606720,138,267448,2015-02-02-12,12
2015-02-02-12-58-29,2015-02-02-12-59-29,121,2258765,296,1458658,2015-02-02-12,12
2015-02-02-12-59-32,2015-02-02-13-00-32,121,8416626,381,6014289,2015-02-02-12,12
2015-02-02-13-00-33,2015-02-02-13-01-33,95,1924236,156,737414,2015-02-02-13,13
2015-02-02-13-01-34,2015-02-02-13-02-34,81,406763,130,187752,2015-02-02-13,13
2015-02-02-13-02-35,2015-02-02-13-03-35,61,138863,91,43758,2015-02-02-13,13
2015-02-02-13-03-39,2015-02-02-13-04-39,79,617164,131,330187,2015-02-02-13,13
2015-02-02-13-04-40,2015-02-02-13-05-40,91,2089228,218,736302,2015-02-02-13,13
2015-02-02-13-05-41,2015-02-02-13-06-41,52,87006,71,28048,2015-02-02-13,13
2015-02-02-13-09-56,2015-02-02-13-10-56,309,2601876,555,906923,2015-02-02-13,13
2015-02-02-13-10-58,2015-02-02-13-11-58,60,2125279,232,1206771,2015-02-02-13,13
2015-02-02-13-11-59,2015-02-02-13-12-59,53,369504,91,273976,2015-02-02-13,13
2015-02-02-13-13-02,2015-02-02-13-14-02,40,117503,63,46117,2015-02-02-13,13
2015-02-02-13-14-53,2015-02-02-13-15-53,157,4015171,801,1765191,2015-02-02-13,13
2015-02-02-13-15-54,2015-02-02-13-16-54,57,115147,68,56401,2015-02-02-13,13
2015-02-02-13-16-57,2015-02-02-13-17-57,67,569883,117,118189,2015-02-02-13,13
2015-02-02-13-17-59,2015-02-02-13-18-59,76,355136,164,169167,2015-02-02-13,13
2015-02-02-13-19-01,2015-02-02-13-20-01,62,1885800,117,1213221,2015-02-02-13,13
2015-02-02-13-20-02,2015-02-02-13-21-02,78,997097,202,439176,2015-02-02-13,13
2015-02-02-13-21-04,2015-02-02-13-22-04,53,141649,80,38431,2015-02-02-13,13
2015-02-02-13-22-06,2015-02-02-13-23-06,62,92086,77,19682,2015-02-02-13,13
2015-02-02-13-23-07,2015-02-02-13-24-07,50,346355,109,126126,2015-02-02-13,13
2015-02-02-13-24-10,2015-02-02-13-25-10,53,177167,69,43936,2015-02-02-13,13
2015-02-02-13-25-11,2015-02-02-13-26-11,72,116943,102,56791,2015-02-02-13,13
2015-02-02-13-26-12,2015-02-02-13-27-12,48,1627535,114,1493116,2015-02-02-13,13
2015-02-02-13-27-14,2015-02-02-13-28-14,57,93811,125,19372,2015-02-02-13,13
2015-02-02-13-28-16,2015-02-02-13-29-16,67,539353,204,260627,2015-02-02-13,13
2015-02-02-13-29-17,2015-02-02-13-30-17,96,2374217,457,1458284,2015-02-02-13,13
2015-02-02-13-30-18,2015-02-02-13-31-18,115,5115202,297,2574315,2015-02-02-13,13
2015-02-02-13-31-19,2015-02-02-13-32-19,63,68096,75,20306,2015-02-02-13,13
2015-02-02-13-32-22,2015-02-02-13-33-22,56,238489,446,129468,2015-02-02-13,13
2015-02-02-13-33-24,2015-02-02-13-34-24,75,454907,284,195333,2015-02-02-13,13
2015-02-02-13-34-25,2015-02-02-13-35-25,87,945192,191,708785,2015-02-02-13,13
2015-02-02-13-35-26,2015-02-02-13-36-26,66,298780,105,144635,2015-02-02-13,13
2015-02-02-13-36-27,2015-02-02-13-37-27,78,387432,956,194119,2015-02-02-13,13
2015-02-02-13-37-28,2015-02-02-13-38-28,70,1105139,181,749782,2015-02-02-13,13
2015-02-02-13-38-30,2015-02-02-13-39-30,63,1657454,139,1294133,2015-02-02-13,13
2015-02-02-13-39-31,2015-02-02-13-40-31,91,1090780,211,421101,2015-02-02-13,13
2015-02-02-13-40-33,2015-02-02-13-41-33,62,435115,129,82244,2015-02-02-13,13
2015-02-02-13-41-34,2015-02-02-13-42-34,72,1816363,128,1213221,2015-02-02-13,13
2015-02-02-13-42-35,2015-02-02-13-43-35,68,1979779,221,1142468,2015-02-02-13,13
2015-02-02-13-43-37,2015-02-02-13-44-37,67,243471,135,65974,2015-02-02-13,13
2015-02-02-13-44-41,2015-02-02-13-45-41,73,6728486,148,6014289,2015-02-02-13,13
2015-02-02-13-45-42,2015-02-02-13-46-42,61,473021,176,154140,2015-02-02-13,13
2015-02-02-13-46-44,2015-02-02-13-47-44,69,459696,252,151157,2015-02-02-13,13
2015-02-02-13-47-45,2015-02-02-13-48-45,81,614918,174,183999,2015-02-02-13,13
2015-02-02-13-48-48,2015-02-02-13-49-48,50,1538763,205,884852,2015-02-02-13,13
2015-02-02-13-49-49,2015-02-02-13-50-49,84,2474086,210,1478796,2015-02-02-13,13
2015-02-02-13-50-51,2015-02-02-13-51-51,34,169621,73,75471,2015-02-02-13,13
2015-02-02-13-52-10,2015-02-02-13-53-10,63,139204,169,72847,2015-02-02-13,13
2015-02-02-13-53-14,2015-02-02-13-54-14,103,3108150,291,2712982,2015-02-02-13,13
2015-02-02-13-54-18,2015-02-02-13-55-18,74,219438,105,92151,2015-02-02-13,13
2015-02-02-13-55-19,2015-02-02-13-56-19,52,178622,105,55969,2015-02-02-13,13
2015-02-02-13-56-22,2015-02-02-13-57-22,73,171389,108,99200,2015-02-02-13,13
2015-02-02-13-57-24,2015-02-02-13-58-24,54,371625,89,262374,2015-02-02-13,13
2015-02-02-13-58-25,2015-02-02-13-59-25,62,3288952,113,2947435,2015-02-02-13,13
2015-02-02-13-59-28,2015-02-02-14-00-28,112,5234137,226,1064941,2015-02-02-13,13
2015-02-02-14-00-30,2015-02-02-14-01-30,94,2084309,197,708785,2015-02-02-14,14
2015-02-02-14-01-33,2015-02-02-14-02-33,75,813121,226,204253,2015-02-02-14,14
2015-02-02-14-02-34,2015-02-02-14-03-34,52,226639,209,82612,2015-02-02-14,14
2015-02-02-14-03-37,2015-02-02-14-04-37,76,1220642,2646,403389,2015-02-02-14,14
2015-02-02-14-04-38,2015-02-02-14-05-38,63,109402,111,25881,2015-02-02-14,14
2015-02-02-14-05-40,2015-02-02-14-06-40,34,538166,124,204253,2015-02-02-14,14
2015-02-02-14-08-09,2015-02-02-14-09-09,177,5775942,527,2832459,2015-02-02-14,14
2015-02-02-14-09-11,2015-02-02-14-10-11,56,1179554,107,1054334,2015-02-02-14,14
2015-02-02-14-11-18,2015-02-02-14-12-18,121,1113335,306,216015,2015-02-02-14,14
2015-02-02-14-12-19,2015-02-02-14-13-19,69,169706,83,29613,2015-02-02-14,14
2015-02-02-14-14-59,2015-02-02-14-15-59,186,5590471,399,3329932,2015-02-02-14,14
2015-02-02-14-16-00,2015-02-02-14-17-00,56,831376,109,447638,2015-02-02-14,14
2015-02-02-14-17-01,2015-02-02-14-18-01,64,3179369,3363,2362289,2015-02-02-14,14
2015-02-02-14-18-04,2015-02-02-14-19-04,56,211722,90,96668,2015-02-02-14,14
2015-02-02-14-19-05,2015-02-02-14-20-05,6,6571,25,2883,2015-02-02-14,14
2015-02-02-14-20-20,2015-02-02-14-21-20,147,3323886,322,1788016,2015-02-02-14,14
2015-02-02-14-21-21,2015-02-02-14-22-21,62,402963,107,158427,2015-02-02-14,14
2015-02-02-14-22-22,2015-02-02-14-23-22,45,725145,142,368486,2015-02-02-14,14
2015-02-02-14-23-23,2015-02-02-14-24-23,56,265883,139,63622,2015-02-02-14,14
2015-02-02-14-24-24,2015-02-02-14-25-24,30,2012929,94,1788016,2015-02-02-14,14
