from,to,twt_count,flwrs_count,ret_cnt,max_flwrs,date-hr,hr
2015-02-04-14-36-08,2015-02-04-14-37-08,7,6099,7,2916,2015-02-04-14,14
2015-02-04-14-37-09,2015-02-04-14-38-09,5,1538,5,983,2015-02-04-14,14
2015-02-04-14-38-31,2015-02-04-14-39-31,5,10231,7,4132,2015-02-04-14,14
2015-02-04-14-39-58,2015-02-04-14-40-58,6,2211,8,916,2015-02-04-14,14
2015-02-04-14-41-01,2015-02-04-14-42-01,5,4907,6,3087,2015-02-04-14,14
2015-02-04-14-42-12,2015-02-04-14-43-12,8,18202,8,16910,2015-02-04-14,14
2015-02-04-14-43-25,2015-02-04-14-44-25,9,160221,19,151159,2015-02-04-14,14
2015-02-04-14-44-40,2015-02-04-14-45-40,10,43414,18,31539,2015-02-04-14,14
2015-02-04-14-45-55,2015-02-04-14-46-55,4,4804,4,4198,2015-02-04-14,14
2015-02-04-14-47-02,2015-02-04-14-48-02,6,19444,6,16822,2015-02-04-14,14
2015-02-04-14-48-11,2015-02-04-14-49-11,7,31523,16,28043,2015-02-04-14,14
2015-02-04-14-49-18,2015-02-04-14-50-18,8,26964,17,13949,2015-02-04-14,14
2015-02-04-14-50-21,2015-02-04-14-51-21,8,7029,9,3050,2015-02-04-14,14
2015-02-04-14-51-25,2015-02-04-14-52-25,6,8545,7,7577,2015-02-04-14,14
2015-02-04-14-53-01,2015-02-04-14-54-01,4,3856,5,3599,2015-02-04-14,14
2015-02-04-14-54-02,2015-02-04-14-55-02,4,1950,8,1564,2015-02-04-14,14
2015-02-04-14-55-08,2015-02-04-14-56-08,6,6813,7,3977,2015-02-04-14,14
2015-02-04-14-56-12,2015-02-04-14-57-12,3,2473,7,2109,2015-02-04-14,14
2015-02-04-14-57-35,2015-02-04-14-58-35,4,4702,4,2915,2015-02-04-14,14
2015-02-04-14-58-36,2015-02-04-14-59-36,8,15035,9,13370,2015-02-04-14,14
2015-02-04-15-00-03,2015-02-04-15-01-03,24,6308720,198,6014343,2015-02-04-15,15
2015-02-04-15-01-06,2015-02-04-15-02-06,13,41606,18,21210,2015-02-04-15,15
2015-02-04-15-02-08,2015-02-04-15-03-08,3,2326519,5,2324908,2015-02-04-15,15
2015-02-04-15-03-15,2015-02-04-15-04-15,4,1635,6,728,2015-02-04-15,15
2015-02-04-15-04-23,2015-02-04-15-05-23,10,83900,21,49510,2015-02-04-15,15
2015-02-04-15-05-35,2015-02-04-15-06-35,8,48999,10,44860,2015-02-04-15,15
2015-02-04-15-06-37,2015-02-04-15-07-37,6,24918,10,18648,2015-02-04-15,15
2015-02-04-15-07-49,2015-02-04-15-08-49,4,779,6,513,2015-02-04-15,15
2015-02-04-15-08-54,2015-02-04-15-09-54,4,42747,6,37552,2015-02-04-15,15
2015-02-04-15-09-57,2015-02-04-15-10-57,14,218408,23,177969,2015-02-04-15,15
2015-02-04-15-11-00,2015-02-04-15-12-00,6,87474,32,82033,2015-02-04-15,15
2015-02-04-15-12-01,2015-02-04-15-13-01,5,13928,11,5346,2015-02-04-15,15
2015-02-04-15-13-09,2015-02-04-15-14-09,9,141834,30,132568,2015-02-04-15,15
2015-02-04-15-14-10,2015-02-04-15-15-10,13,84547,18,45773,2015-02-04-15,15
2015-02-04-15-15-21,2015-02-04-15-16-21,10,23775,14,17371,2015-02-04-15,15
2015-02-04-15-17-00,2015-02-04-15-18-00,8,14491,9,11465,2015-02-04-15,15
2015-02-04-15-18-24,2015-02-04-15-19-24,3,2305,34,1818,2015-02-04-15,15
2015-02-04-15-19-29,2015-02-04-15-20-29,9,69686,18,54066,2015-02-04-15,15
2015-02-04-15-21-17,2015-02-04-15-22-17,6,2323,7,722,2015-02-04-15,15
2015-02-04-15-22-20,2015-02-04-15-23-20,7,3813,7,2251,2015-02-04-15,15
2015-02-04-15-23-47,2015-02-04-15-24-47,5,2233,6,1490,2015-02-04-15,15
2015-02-04-15-24-49,2015-02-04-15-25-49,7,18225,8,11961,2015-02-04-15,15
2015-02-04-15-25-56,2015-02-04-15-26-56,6,7265,7,6709,2015-02-04-15,15
2015-02-04-15-26-59,2015-02-04-15-27-59,9,5444,12,4718,2015-02-04-15,15
2015-02-04-15-28-07,2015-02-04-15-29-07,3,2414,3,1968,2015-02-04-15,15
2015-02-04-15-29-08,2015-02-04-15-30-08,5,1621,5,916,2015-02-04-15,15
2015-02-04-15-30-13,2015-02-04-15-31-13,8,2339435,15,2324908,2015-02-04-15,15
2015-02-04-15-31-14,2015-02-04-15-32-14,6,25308,18,21676,2015-02-04-15,15
2015-02-04-15-32-42,2015-02-04-15-33-42,3,1732,3,812,2015-02-04-15,15
2015-02-04-15-33-44,2015-02-04-15-34-44,18,24361,20,9669,2015-02-04-15,15
2015-02-04-15-34-46,2015-02-04-15-35-46,7,5133,8,2210,2015-02-04-15,15
2015-02-04-15-36-04,2015-02-04-15-37-04,7,18007,9,12406,2015-02-04-15,15
2015-02-04-15-37-09,2015-02-04-15-38-09,7,4304,10,1869,2015-02-04-15,15
2015-02-04-15-38-30,2015-02-04-15-39-30,3,4940,3,4849,2015-02-04-15,15
2015-02-04-15-39-39,2015-02-04-15-40-39,10,6250848,590,5662743,2015-02-04-15,15
2015-02-04-15-40-55,2015-02-04-15-41-55,11,14910,26,7599,2015-02-04-15,15
2015-02-04-15-42-04,2015-02-04-15-43-04,2,27227,3,26798,2015-02-04-15,15
2015-02-04-15-43-15,2015-02-04-15-44-15,13,5473,15,1276,2015-02-04-15,15
2015-02-04-15-44-40,2015-02-04-15-45-40,13,37833,23,8398,2015-02-04-15,15
2015-02-04-15-45-43,2015-02-04-15-46-43,4,3597,4,2083,2015-02-04-15,15
2015-02-04-15-46-51,2015-02-04-15-47-51,5,3868,5,2453,2015-02-04-15,15
2015-02-04-15-48-04,2015-02-04-15-49-04,9,13334,10,4870,2015-02-04-15,15
2015-02-04-15-49-05,2015-02-04-15-50-05,7,3577,7,1431,2015-02-04-15,15
2015-02-04-15-50-07,2015-02-04-15-51-07,9,12714,9,5454,2015-02-04-15,15
2015-02-04-15-51-35,2015-02-04-15-52-35,9,59993,34,29303,2015-02-04-15,15
2015-02-04-15-52-55,2015-02-04-15-53-55,13,14053,19,7954,2015-02-04-15,15
2015-02-04-15-54-00,2015-02-04-15-55-00,6,103053,12,95086,2015-02-04-15,15
2015-02-04-15-55-11,2015-02-04-15-56-11,9,103936,11,95086,2015-02-04-15,15
2015-02-04-15-56-19,2015-02-04-15-57-19,9,12713,11,7018,2015-02-04-15,15
2015-02-04-15-57-21,2015-02-04-15-58-21,4,44682,8,44234,2015-02-04-15,15
2015-02-04-15-58-29,2015-02-04-15-59-29,3,1659,4,1097,2015-02-04-15,15
2015-02-04-15-59-35,2015-02-04-16-00-35,12,6045946,265,6014343,2015-02-04-15,15
2015-02-04-16-00-37,2015-02-04-16-01-37,20,973610,44,695845,2015-02-04-16,16
2015-02-04-16-01-46,2015-02-04-16-02-46,8,3372,13,1465,2015-02-04-16,16
2015-02-04-16-02-49,2015-02-04-16-03-49,5,2278,7,1016,2015-02-04-16,16
2015-02-04-16-04-15,2015-02-04-16-05-15,7,615816,11,552929,2015-02-04-16,16
2015-02-04-16-05-20,2015-02-04-16-06-20,9,9242,13,5644,2015-02-04-16,16
2015-02-04-16-06-27,2015-02-04-16-07-27,9,25944,13,16253,2015-02-04-16,16
2015-02-04-16-07-42,2015-02-04-16-08-42,3,142600,127,142026,2015-02-04-16,16
2015-02-04-16-09-26,2015-02-04-16-10-26,13,40477,15,9676,2015-02-04-16,16
2015-02-04-16-10-34,2015-02-04-16-11-34,9,7486,10,4297,2015-02-04-16,16
2015-02-04-16-11-38,2015-02-04-16-12-38,6,2759861,26,2713061,2015-02-04-16,16
2015-02-04-16-12-39,2015-02-04-16-13-39,9,40818,10,32800,2015-02-04-16,16
2015-02-04-16-13-54,2015-02-04-16-14-54,13,27654,14,21666,2015-02-04-16,16
2015-02-04-16-15-01,2015-02-04-16-16-01,14,524723,22,418724,2015-02-04-16,16
2015-02-04-16-16-06,2015-02-04-16-17-06,6,3130,6,1110,2015-02-04-16,16
2015-02-04-16-17-10,2015-02-04-16-18-10,5,2711,6,2251,2015-02-04-16,16
2015-02-04-16-18-21,2015-02-04-16-19-21,8,3628,8,2711,2015-02-04-16,16
2015-02-04-16-19-44,2015-02-04-16-20-44,9,52854,11,29309,2015-02-04-16,16
2015-02-04-16-21-07,2015-02-04-16-22-07,10,2450,10,758,2015-02-04-16,16
2015-02-04-16-22-10,2015-02-04-16-23-10,8,1148,8,412,2015-02-04-16,16
2015-02-04-16-23-31,2015-02-04-16-24-31,6,3213,6,2058,2015-02-04-16,16
2015-02-04-16-24-56,2015-02-04-16-25-56,9,45660,13,33784,2015-02-04-16,16
2015-02-04-16-26-09,2015-02-04-16-27-09,5,1000,5,547,2015-02-04-16,16
2015-02-04-16-27-10,2015-02-04-16-28-10,5,67652,12,44860,2015-02-04-16,16
2015-02-04-16-28-12,2015-02-04-16-29-12,11,96719,17,83761,2015-02-04-16,16
2015-02-04-16-29-23,2015-02-04-16-30-23,11,3065937,47,3046510,2015-02-04-16,16
2015-02-04-16-30-31,2015-02-04-16-31-31,9,28868,21,10688,2015-02-04-16,16
2015-02-04-16-31-34,2015-02-04-16-32-34,8,15115,12,5063,2015-02-04-16,16
2015-02-04-16-32-48,2015-02-04-16-33-48,10,3850,10,2251,2015-02-04-16,16
2015-02-04-16-33-54,2015-02-04-16-34-54,7,8160,9,4797,2015-02-04-16,16
2015-02-04-16-35-12,2015-02-04-16-36-12,3,438,3,239,2015-02-04-16,16
2015-02-04-16-36-30,2015-02-04-16-37-30,6,13593,6,11667,2015-02-04-16,16
2015-02-04-16-37-38,2015-02-04-16-38-38,14,20753,16,11313,2015-02-04-16,16
2015-02-04-16-38-52,2015-02-04-16-39-52,11,12378,11,4849,2015-02-04-16,16
2015-02-04-16-39-54,2015-02-04-16-40-54,3,1403,3,959,2015-02-04-16,16
2015-02-04-16-40-56,2015-02-04-16-41-56,9,2318,10,1173,2015-02-04-16,16
2015-02-04-16-42-19,2015-02-04-16-43-19,13,10519,13,5431,2015-02-04-16,16
2015-02-04-16-43-31,2015-02-04-16-44-31,4,49135,5,47539,2015-02-04-16,16
2015-02-04-16-44-32,2015-02-04-16-45-32,9,24836,11,17256,2015-02-04-16,16
2015-02-04-16-45-35,2015-02-04-16-46-35,8,4077,11,1658,2015-02-04-16,16
2015-02-04-16-46-36,2015-02-04-16-47-36,6,6854,6,4870,2015-02-04-16,16
2015-02-04-16-47-46,2015-02-04-16-48-46,6,10791,14,6362,2015-02-04-16,16
2015-02-04-16-48-55,2015-02-04-16-49-55,9,82359,11,76692,2015-02-04-16,16
2015-02-04-16-49-56,2015-02-04-16-50-56,10,5357,11,2343,2015-02-04-16,16
2015-02-04-16-51-05,2015-02-04-16-52-05,7,12151,9,10403,2015-02-04-16,16
2015-02-04-16-52-07,2015-02-04-16-53-07,4,2841,5,2247,2015-02-04-16,16
2015-02-04-16-53-46,2015-02-04-16-54-46,7,943,7,412,2015-02-04-16,16
2015-02-04-16-54-52,2015-02-04-16-55-52,5,3757,6,2379,2015-02-04-16,16
2015-02-04-16-56-01,2015-02-04-16-57-01,6,4522,8,3263,2015-02-04-16,16
2015-02-04-16-57-22,2015-02-04-16-58-22,3,6710,3,3872,2015-02-04-16,16
2015-02-04-16-58-35,2015-02-04-16-59-35,9,4705,11,2781,2015-02-04-16,16
2015-02-04-16-59-57,2015-02-04-17-00-57,14,336579,18,302873,2015-02-04-16,16
2015-02-04-17-01-02,2015-02-04-17-02-02,11,108551,16,88613,2015-02-04-17,17
2015-02-04-17-02-39,2015-02-04-17-03-39,3,579,5,279,2015-02-04-17,17
2015-02-04-17-03-56,2015-02-04-17-04-56,4,3651,4,2781,2015-02-04-17,17
2015-02-04-17-05-13,2015-02-04-17-06-13,3,25821,5,19055,2015-02-04-17,17
2015-02-04-17-06-15,2015-02-04-17-07-15,1,42713,4,42713,2015-02-04-17,17
2015-02-04-17-08-04,2015-02-04-17-09-04,2,992,2,911,2015-02-04-17,17
2015-02-04-17-09-24,2015-02-04-17-10-24,3,9724,6,9676,2015-02-04-17,17
2015-02-04-17-11-08,2015-02-04-17-12-08,3,486,5,246,2015-02-04-17,17
2015-02-04-17-12-28,2015-02-04-17-13-28,2,369,4,311,2015-02-04-17,17
2015-02-04-17-13-29,2015-02-04-17-14-29,3,2301,4,1836,2015-02-04-17,17
2015-02-04-17-14-30,2015-02-04-17-15-30,4,77501,7,75471,2015-02-04-17,17
2015-02-04-17-16-19,2015-02-04-17-17-19,4,5575,4,4412,2015-02-04-17,17
2015-02-04-17-17-53,2015-02-04-17-18-53,8,69870,13,50875,2015-02-04-17,17
2015-02-04-17-19-05,2015-02-04-17-20-05,5,3399,8,1857,2015-02-04-17,17
2015-02-04-17-20-10,2015-02-04-17-21-10,7,11943,11,9676,2015-02-04-17,17
2015-02-04-17-21-21,2015-02-04-17-22-21,7,4412,7,2929,2015-02-04-17,17
2015-02-04-17-22-29,2015-02-04-17-23-29,9,2576,9,1191,2015-02-04-17,17
2015-02-04-17-23-58,2015-02-04-17-24-58,11,18805,17,11667,2015-02-04-17,17
2015-02-04-17-25-06,2015-02-04-17-26-06,11,14429,11,8981,2015-02-04-17,17
2015-02-04-17-26-10,2015-02-04-17-27-10,6,2533,10,1330,2015-02-04-17,17
2015-02-04-17-27-46,2015-02-04-17-28-46,6,4859,6,2203,2015-02-04-17,17
2015-02-04-17-29-02,2015-02-04-17-30-02,6,7537,9,4030,2015-02-04-17,17
2015-02-04-17-30-07,2015-02-04-17-31-07,13,67614,14,39877,2015-02-04-17,17
2015-02-04-17-31-15,2015-02-04-17-32-15,6,1678,6,1063,2015-02-04-17,17
2015-02-04-17-33-01,2015-02-04-17-34-01,6,2707,10,1921,2015-02-04-17,17
2015-02-04-17-34-16,2015-02-04-17-35-16,11,14823,18,4757,2015-02-04-17,17
2015-02-04-17-35-47,2015-02-04-17-36-47,2,1478,2,1420,2015-02-04-17,17
2015-02-04-17-36-48,2015-02-04-17-37-48,8,11844,9,4412,2015-02-04-17,17
2015-02-04-17-38-08,2015-02-04-17-39-08,3,4509,3,3458,2015-02-04-17,17
2015-02-04-17-39-30,2015-02-04-17-40-30,8,2376181,131,2362311,2015-02-04-17,17
2015-02-04-17-40-39,2015-02-04-17-41-39,3,1560,3,1493,2015-02-04-17,17
2015-02-04-17-41-40,2015-02-04-17-42-40,11,5386,14,2060,2015-02-04-17,17
2015-02-04-17-42-42,2015-02-04-17-43-42,8,8064,14,5431,2015-02-04-17,17
2015-02-04-17-43-54,2015-02-04-17-44-54,8,8636,10,4412,2015-02-04-17,17
2015-02-04-17-45-01,2015-02-04-17-46-01,5,59309,7,46117,2015-02-04-17,17
2015-02-04-17-46-11,2015-02-04-17-47-11,13,16390,17,7577,2015-02-04-17,17
2015-02-04-17-47-14,2015-02-04-17-48-14,14,2360908,67,2324908,2015-02-04-17,17
2015-02-04-17-48-16,2015-02-04-17-49-16,5,2528,6,1791,2015-02-04-17,17
2015-02-04-17-49-18,2015-02-04-17-50-18,9,1471225,11,1458675,2015-02-04-17,17
2015-02-04-17-50-37,2015-02-04-17-51-37,6,5306,9,2778,2015-02-04-17,17
2015-02-04-17-51-59,2015-02-04-17-52-59,2,1621,2,1136,2015-02-04-17,17
2015-02-04-17-53-52,2015-02-04-17-54-52,4,3115,6,2541,2015-02-04-17,17
2015-02-04-17-54-54,2015-02-04-17-55-54,5,3990,10,2541,2015-02-04-17,17
2015-02-04-17-56-03,2015-02-04-17-57-03,6,9377,7,8366,2015-02-04-17,17
2015-02-04-17-57-11,2015-02-04-17-58-11,5,39592,6,37744,2015-02-04-17,17
2015-02-04-17-58-38,2015-02-04-17-59-38,5,2200,5,877,2015-02-04-17,17
2015-02-04-18-00-02,2015-02-04-18-01-02,21,61943,26,30930,2015-02-04-18,18
2015-02-04-18-01-10,2015-02-04-18-02-10,9,34998,49,13711,2015-02-04-18,18
2015-02-04-18-02-14,2015-02-04-18-03-14,12,10835,14,5977,2015-02-04-18,18
2015-02-04-18-03-16,2015-02-04-18-04-16,6,5630,7,3308,2015-02-04-18,18
2015-02-04-18-04-41,2015-02-04-18-05-41,9,110483,10,105076,2015-02-04-18,18
2015-02-04-18-05-48,2015-02-04-18-06-48,6,3342,6,1601,2015-02-04-18,18
2015-02-04-18-07-25,2015-02-04-18-08-25,2,4695,2,4079,2015-02-04-18,18
2015-02-04-18-08-30,2015-02-04-18-09-30,3,496,3,286,2015-02-04-18,18
2015-02-04-18-09-38,2015-02-04-18-10-38,8,27900,10,9676,2015-02-04-18,18
2015-02-04-18-10-56,2015-02-04-18-11-56,4,903,4,358,2015-02-04-18,18
2015-02-04-18-12-11,2015-02-04-18-13-11,7,2657,9,1217,2015-02-04-18,18
2015-02-04-18-13-37,2015-02-04-18-14-37,13,70106,13,22769,2015-02-04-18,18
2015-02-04-18-14-51,2015-02-04-18-15-51,9,57761,9,46117,2015-02-04-18,18
2015-02-04-18-17-28,2015-02-04-18-18-28,8,15081,13,11465,2015-02-04-18,18
2015-02-04-18-18-30,2015-02-04-18-19-30,7,10898,9,5569,2015-02-04-18,18
2015-02-04-18-20-02,2015-02-04-18-21-02,8,105729,16,85582,2015-02-04-18,18
2015-02-04-18-21-18,2015-02-04-18-22-18,10,10983,11,2868,2015-02-04-18,18
2015-02-04-18-22-30,2015-02-04-18-23-30,6,1294,6,865,2015-02-04-18,18
2015-02-04-18-23-43,2015-02-04-18-24-43,7,1646,7,982,2015-02-04-18,18
2015-02-04-18-24-44,2015-02-04-18-25-44,13,6617,14,3331,2015-02-04-18,18
2015-02-04-18-25-48,2015-02-04-18-26-48,7,4603,13,2959,2015-02-04-18,18
2015-02-04-18-26-53,2015-02-04-18-27-53,8,1846,9,533,2015-02-04-18,18
2015-02-04-18-27-57,2015-02-04-18-28-57,8,2552,11,977,2015-02-04-18,18
2015-02-04-18-29-02,2015-02-04-18-30-02,5,1905,6,737,2015-02-04-18,18
2015-02-04-18-30-03,2015-02-04-18-31-03,11,12115,12,4523,2015-02-04-18,18
2015-02-04-18-31-06,2015-02-04-18-32-06,5,76074,26,74598,2015-02-04-18,18
2015-02-04-18-32-40,2015-02-04-18-33-40,7,30656,9,16198,2015-02-04-18,18
2015-02-04-18-33-57,2015-02-04-18-34-57,5,15893,6,8981,2015-02-04-18,18
2015-02-04-18-35-11,2015-02-04-18-36-11,7,2939,10,1493,2015-02-04-18,18
2015-02-04-18-36-35,2015-02-04-18-37-35,2,1884,2,976,2015-02-04-18,18
2015-02-04-18-37-44,2015-02-04-18-38-44,5,14738,8,13015,2015-02-04-18,18
2015-02-04-18-39-01,2015-02-04-18-40-01,9,3533,9,914,2015-02-04-18,18
2015-02-04-18-40-15,2015-02-04-18-41-15,4,5667,4,4270,2015-02-04-18,18
2015-02-04-18-41-16,2015-02-04-18-42-16,3,1315,5,1180,2015-02-04-18,18
2015-02-04-18-42-18,2015-02-04-18-43-18,7,7320,9,5530,2015-02-04-18,18
2015-02-04-18-43-23,2015-02-04-18-44-23,5,7358,16,5530,2015-02-04-18,18
2015-02-04-18-45-03,2015-02-04-18-46-03,11,5138,14,2523,2015-02-04-18,18
2015-02-04-18-46-04,2015-02-04-18-47-04,5,733,6,236,2015-02-04-18,18
2015-02-04-18-47-16,2015-02-04-18-48-16,2,301,5,265,2015-02-04-18,18
2015-02-04-18-49-01,2015-02-04-18-50-01,4,26145,4,25958,2015-02-04-18,18
2015-02-04-18-50-16,2015-02-04-18-51-16,3,532,3,359,2015-02-04-18,18
2015-02-04-18-52-57,2015-02-04-18-53-57,12,15540,19,7043,2015-02-04-18,18
2015-02-04-18-54-33,2015-02-04-18-55-33,5,19897,5,18969,2015-02-04-18,18
2015-02-04-18-55-53,2015-02-04-18-56-53,6,1684,7,486,2015-02-04-18,18
2015-02-04-18-57-13,2015-02-04-18-58-13,3,10576,5,10500,2015-02-04-18,18
2015-02-04-18-58-25,2015-02-04-18-59-25,6,4590,8,1711,2015-02-04-18,18
2015-02-04-18-59-31,2015-02-04-19-00-31,9,142909,19,65974,2015-02-04-18,18
2015-02-04-19-01-18,2015-02-04-19-02-18,7,41624,36,38759,2015-02-04-19,19
2015-02-04-19-02-43,2015-02-04-19-03-43,6,3000,8,1464,2015-02-04-19,19
2015-02-04-19-04-37,2015-02-04-19-05-37,6,26156,10,14305,2015-02-04-19,19
2015-02-04-19-06-10,2015-02-04-19-07-10,9,127396,18,92994,2015-02-04-19,19
2015-02-04-19-07-50,2015-02-04-19-08-50,4,2230,4,1325,2015-02-04-19,19
2015-02-04-19-09-42,2015-02-04-19-10-42,6,225572,16,208568,2015-02-04-19,19
2015-02-04-19-11-09,2015-02-04-19-12-09,7,1056,12,300,2015-02-04-19,19
2015-02-04-19-12-23,2015-02-04-19-13-23,7,30629,7,27901,2015-02-04-19,19
2015-02-04-19-13-25,2015-02-04-19-14-25,4,8313,4,4718,2015-02-04-19,19
2015-02-04-19-14-27,2015-02-04-19-15-27,9,231082,15,177969,2015-02-04-19,19
2015-02-04-19-16-01,2015-02-04-19-17-01,8,5229,11,1764,2015-02-04-19,19
2015-02-04-19-17-07,2015-02-04-19-18-07,4,2295,4,918,2015-02-04-19,19
2015-02-04-19-18-09,2015-02-04-19-19-09,9,1988,12,588,2015-02-04-19,19
2015-02-04-19-19-25,2015-02-04-19-20-25,8,28737,10,9676,2015-02-04-19,19
2015-02-04-19-20-39,2015-02-04-19-21-39,2,983,4,918,2015-02-04-19,19
2015-02-04-19-21-44,2015-02-04-19-22-44,2,279,2,236,2015-02-04-19,19
2015-02-04-19-22-53,2015-02-04-19-23-53,4,41668,25,20891,2015-02-04-19,19
2015-02-04-19-23-56,2015-02-04-19-24-56,5,69014,6,66823,2015-02-04-19,19
2015-02-04-19-25-26,2015-02-04-19-26-26,7,1215312,28,1206771,2015-02-04-19,19
2015-02-04-19-26-35,2015-02-04-19-27-35,16,15799,19,4973,2015-02-04-19,19
2015-02-04-19-27-47,2015-02-04-19-28-47,9,38695,12,30843,2015-02-04-19,19
2015-02-04-19-28-58,2015-02-04-19-29-58,10,4731,11,1449,2015-02-04-19,19
2015-02-04-19-30-03,2015-02-04-19-31-03,12,619353,81,605672,2015-02-04-19,19
2015-02-04-19-31-14,2015-02-04-19-32-14,5,3206,6,1760,2015-02-04-19,19
2015-02-04-19-32-28,2015-02-04-19-33-28,9,17212,14,7123,2015-02-04-19,19
2015-02-04-19-33-57,2015-02-04-19-34-57,5,5914,6,2075,2015-02-04-19,19
2015-02-04-19-35-12,2015-02-04-19-36-12,4,20840,5,17607,2015-02-04-19,19
2015-02-04-19-36-14,2015-02-04-19-37-14,5,9844,5,9278,2015-02-04-19,19
2015-02-04-19-37-18,2015-02-04-19-38-18,6,13554,12,5694,2015-02-04-19,19
2015-02-04-19-38-35,2015-02-04-19-39-35,5,2680,5,1097,2015-02-04-19,19
2015-02-04-19-39-48,2015-02-04-19-40-48,6,3004,7,1355,2015-02-04-19,19
2015-02-04-19-40-55,2015-02-04-19-41-55,7,3765,9,2928,2015-02-04-19,19
2015-02-04-19-42-13,2015-02-04-19-43-13,9,17367,10,7577,2015-02-04-19,19
2015-02-04-19-43-54,2015-02-04-19-44-54,2,362,2,290,2015-02-04-19,19
2015-02-04-19-45-01,2015-02-04-19-46-01,3,1276,8,821,2015-02-04-19,19
2015-02-04-19-46-02,2015-02-04-19-47-02,8,4156,9,1520,2015-02-04-19,19
2015-02-04-19-47-11,2015-02-04-19-48-11,3,185,3,102,2015-02-04-19,19
2015-02-04-19-48-31,2015-02-04-19-49-31,7,3007,20,1952,2015-02-04-19,19
2015-02-04-19-49-33,2015-02-04-19-50-33,8,4208,9,2615,2015-02-04-19,19
2015-02-04-19-50-59,2015-02-04-19-51-59,2,2071,2,1956,2015-02-04-19,19
2015-02-04-19-52-03,2015-02-04-19-53-03,8,6399,8,2142,2015-02-04-19,19
2015-02-04-19-53-06,2015-02-04-19-54-06,5,7967,5,6186,2015-02-04-19,19
2015-02-04-19-54-14,2015-02-04-19-55-14,4,727,4,549,2015-02-04-19,19
2015-02-04-19-55-48,2015-02-04-19-56-48,3,156791,12,155956,2015-02-04-19,19
2015-02-04-19-56-55,2015-02-04-19-57-55,3,1116,5,462,2015-02-04-19,19
2015-02-04-19-58-21,2015-02-04-19-59-21,4,5850,5,5351,2015-02-04-19,19
2015-02-04-19-59-25,2015-02-04-20-00-25,10,50479,10,30930,2015-02-04-19,19
2015-02-04-20-00-28,2015-02-04-20-01-28,4,39426,12,18910,2015-02-04-20,20
2015-02-04-20-02-01,2015-02-04-20-03-01,4,81840,15,81396,2015-02-04-20,20
2015-02-04-20-03-03,2015-02-04-20-04-03,7,4985,7,1846,2015-02-04-20,20
2015-02-04-20-04-05,2015-02-04-20-05-05,6,9988,51,9229,2015-02-04-20,20
2015-02-04-20-05-07,2015-02-04-20-06-07,6,4319,6,3302,2015-02-04-20,20
2015-02-04-20-06-58,2015-02-04-20-07-58,9,1859,12,475,2015-02-04-20,20
2015-02-04-20-08-22,2015-02-04-20-09-22,10,3937,10,1256,2015-02-04-20,20
2015-02-04-20-09-28,2015-02-04-20-10-28,9,52975,11,30808,2015-02-04-20,20
2015-02-04-20-11-01,2015-02-04-20-12-01,5,18823,5,18823,2015-02-04-20,20
2015-02-04-20-12-06,2015-02-04-20-13-06,9,13799,10,13120,2015-02-04-20,20
2015-02-04-20-13-44,2015-02-04-20-14-44,4,3008,4,2067,2015-02-04-20,20
2015-02-04-20-15-27,2015-02-04-20-16-27,4,604,4,388,2015-02-04-20,20
2015-02-04-20-16-40,2015-02-04-20-17-40,2,61,2,34,2015-02-04-20,20
2015-02-04-20-18-40,2015-02-04-20-19-40,3,801,4,388,2015-02-04-20,20
2015-02-04-20-19-46,2015-02-04-20-20-46,8,24640,10,9676,2015-02-04-20,20
2015-02-04-20-20-53,2015-02-04-20-21-53,6,1676,9,1177,2015-02-04-20,20
2015-02-04-20-21-59,2015-02-04-20-22-59,15,18268,15,8981,2015-02-04-20,20
2015-02-04-20-23-18,2015-02-04-20-24-18,7,2980,7,2132,2015-02-04-20,20
2015-02-04-20-24-22,2015-02-04-20-25-22,3,1667,3,1051,2015-02-04-20,20
2015-02-04-20-25-23,2015-02-04-20-26-23,4,1358,4,829,2015-02-04-20,20
2015-02-04-20-26-45,2015-02-04-20-27-45,3,2101,3,1714,2015-02-04-20,20
2015-02-04-20-28-19,2015-02-04-20-29-19,4,4389,4,3501,2015-02-04-20,20
2015-02-04-20-30-09,2015-02-04-20-31-09,4,162610,8,155380,2015-02-04-20,20
2015-02-04-20-31-21,2015-02-04-20-32-21,3,2179,3,1355,2015-02-04-20,20
2015-02-04-20-32-53,2015-02-04-20-33-53,16,16725,22,3501,2015-02-04-20,20
2015-02-04-20-34-06,2015-02-04-20-35-06,3,2473,4,2000,2015-02-04-20,20
2015-02-04-20-35-10,2015-02-04-20-36-10,6,739,7,333,2015-02-04-20,20
2015-02-04-20-37-13,2015-02-04-20-38-13,3,813,4,522,2015-02-04-20,20
2015-02-04-20-38-22,2015-02-04-20-39-22,2,848,2,436,2015-02-04-20,20
2015-02-04-20-39-50,2015-02-04-20-40-50,7,14458,7,7039,2015-02-04-20,20
2015-02-04-20-41-06,2015-02-04-20-42-06,4,3922,5,2776,2015-02-04-20,20
2015-02-04-20-42-16,2015-02-04-20-43-16,8,4669,14,1894,2015-02-04-20,20
2015-02-04-20-43-34,2015-02-04-20-44-34,7,10351,15,7146,2015-02-04-20,20
2015-02-04-20-45-14,2015-02-04-20-46-14,5,3503,5,1968,2015-02-04-20,20
2015-02-04-20-47-08,2015-02-04-20-48-08,3,979,4,400,2015-02-04-20,20
